OP_UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_PAX_ENP_110
GV,Grant Aviation,12315,K,20,18
GV,Grant Aviation,15853,K,66,7
GV,Grant Aviation,12769,K,276,320
GV,Grant Aviation,11511,K,51,27
GV,Grant Aviation,11555,K,896,5945
GV,Grant Aviation,13434,V,5,1
GV,Grant Aviation,11512,V,6,9
GV,Grant Aviation,10551,V,128,29
GV,Grant Aviation,11336,V,3,0
GV,Grant Aviation,11445,V,7,49
GV,Grant Aviation,10245,V,3,
GV,Grant Aviation,14919,V,3,
GV,Grant Aviation,14738,V,3,19
GV,Grant Aviation,16390,V,57,105
GV,Grant Aviation,11241,V,5,11
GV,Grant Aviation,10304,V,3,
GV,Grant Aviation,14987,V,1,
GV,Grant Aviation,15257,V,5,
GV,Grant Aviation,15554,V,7,
GV,Grant Aviation,15798,V,1,
GV,Grant Aviation,15887,V,2,
GV,Grant Aviation,10241,V,4,1
GV,Grant Aviation,10313,V,2,
GV,Grant Aviation,10405,V,4,
GV,Grant Aviation,10416,V,11,2
GV,Grant Aviation,10996,V,1,
GV,Grant Aviation,11227,V,3,
GV,Grant Aviation,11492,V,2,
GV,Grant Aviation,12087,V,1,
GV,Grant Aviation,12195,V,7,
GV,Grant Aviation,12671,V,2,
GV,Grant Aviation,12676,V,1,
GV,Grant Aviation,12708,V,6,
GV,Grant Aviation,12709,V,5,
GV,Grant Aviation,12719,V,1,
GV,Grant Aviation,12737,V,2,
GV,Grant Aviation,12755,V,1,
GV,Grant Aviation,12779,V,4,
GV,Grant Aviation,11550,V,20,3
GV,Grant Aviation,12831,V,2,
GV,Grant Aviation,12853,V,7,
GV,Grant Aviation,12855,V,4,
GV,Grant Aviation,13369,V,6,1
GV,Grant Aviation,12807,V,3,3
GV,Grant Aviation,13579,V,1,
GV,Grant Aviation,14895,V,1,
GV,Grant Aviation,13710,V,1,
GV,Grant Aviation,13770,V,3,
GV,Grant Aviation,12841,V,2,16
GV,Grant Aviation,13894,V,4,
GV,Grant Aviation,14627,V,4,
GV,Grant Aviation,14718,V,4,
GV,Grant Aviation,15085,V,6,6
GV,Grant Aviation,14234,V,5,5
GV,Grant Aviation,10299,V,57,132
GV,Grant Aviation,12769,V,8,
GV,Grant Aviation,11555,V,5,
H6,Hageland Aviation Service,10640,K,96,191
H6,Hageland Aviation Service,12704,K,89,132
H6,Hageland Aviation Service,13434,K,194,400
H6,Hageland Aviation Service,10551,K,1783,5222
H6,Hageland Aviation Service,10917,K,8,0
H6,Hageland Aviation Service,14804,K,77,184
H6,Hageland Aviation Service,11445,K,12,0
H6,Hageland Aviation Service,10245,K,3,0
H6,Hageland Aviation Service,14805,K,103,356
H6,Hageland Aviation Service,14738,K,1,0
H6,Hageland Aviation Service,10754,K,504,1465
H6,Hageland Aviation Service,14709,K,149,326
H6,Hageland Aviation Service,10170,K,6,
H6,Hageland Aviation Service,13970,K,622,1611
H6,Hageland Aviation Service,13873,K,366,903
H6,Hageland Aviation Service,10304,K,511,807
H6,Hageland Aviation Service,15478,K,446,699
H6,Hageland Aviation Service,14816,K,52,74
H6,Hageland Aviation Service,14880,K,26,26
H6,Hageland Aviation Service,14987,K,17,7
H6,Hageland Aviation Service,15257,K,83,130
H6,Hageland Aviation Service,15282,K,65,174
H6,Hageland Aviation Service,15554,K,146,354
H6,Hageland Aviation Service,15798,K,46,56
H6,Hageland Aviation Service,15862,K,145,373
H6,Hageland Aviation Service,10139,K,73,161
H6,Hageland Aviation Service,10241,K,68,96
H6,Hageland Aviation Service,10313,K,57,81
H6,Hageland Aviation Service,10405,K,83,143
H6,Hageland Aviation Service,10416,K,111,94
H6,Hageland Aviation Service,10996,K,40,38
H6,Hageland Aviation Service,11028,K,31,33
H6,Hageland Aviation Service,11227,K,111,328
H6,Hageland Aviation Service,11492,K,114,254
H6,Hageland Aviation Service,11952,K,38,37
H6,Hageland Aviation Service,12087,K,86,148
H6,Hageland Aviation Service,12195,K,152,384
H6,Hageland Aviation Service,12676,K,62,100
H6,Hageland Aviation Service,12708,K,108,254
H6,Hageland Aviation Service,15785,K,98,207
H6,Hageland Aviation Service,12709,K,75,101
H6,Hageland Aviation Service,14485,K,10,10
H6,Hageland Aviation Service,12719,K,205,398
H6,Hageland Aviation Service,10396,K,145,291
H6,Hageland Aviation Service,11844,K,234,752
H6,Hageland Aviation Service,12755,K,7,12
H6,Hageland Aviation Service,12779,K,183,601
H6,Hageland Aviation Service,11550,K,146,115
H6,Hageland Aviation Service,12831,K,95,204
H6,Hageland Aviation Service,12851,K,101,233
H6,Hageland Aviation Service,15721,K,161,268
H6,Hageland Aviation Service,13196,K,4,0
H6,Hageland Aviation Service,12853,K,167,553
H6,Hageland Aviation Service,12635,K,1,0
H6,Hageland Aviation Service,14102,K,123,224
H6,Hageland Aviation Service,12855,K,62,87
H6,Hageland Aviation Service,14125,K,106,255
H6,Hageland Aviation Service,13369,K,157,351
H6,Hageland Aviation Service,12807,K,480,557
H6,Hageland Aviation Service,13579,K,74,294
H6,Hageland Aviation Service,14895,K,186,242
H6,Hageland Aviation Service,10225,K,234,510
H6,Hageland Aviation Service,13710,K,42,106
H6,Hageland Aviation Service,13770,K,87,186
H6,Hageland Aviation Service,13894,K,82,303
H6,Hageland Aviation Service,15861,K,92,261
H6,Hageland Aviation Service,14130,K,55,67
H6,Hageland Aviation Service,13767,K,123,248
H6,Hageland Aviation Service,14282,K,14,18
H6,Hageland Aviation Service,14493,K,19,13
H6,Hageland Aviation Service,10247,K,2,0
H6,Hageland Aviation Service,14627,K,158,276
H6,Hageland Aviation Service,14718,K,104,347
H6,Hageland Aviation Service,15085,K,44,26
H6,Hageland Aviation Service,11941,K,28,48
H6,Hageland Aviation Service,14013,K,1,0
H6,Hageland Aviation Service,10775,K,86,226
H6,Hageland Aviation Service,14234,K,242,461
H6,Hageland Aviation Service,11411,K,51,88
H6,Hageland Aviation Service,11535,K,46,49
H6,Hageland Aviation Service,12822,K,49,84
H6,Hageland Aviation Service,12844,K,90,230
H6,Hageland Aviation Service,14856,K,143,263
H6,Hageland Aviation Service,15794,K,43,53
H6,Hageland Aviation Service,10299,K,176,0
H6,Hageland Aviation Service,11845,K,59,89
H6,Hageland Aviation Service,12268,K,82,202
H6,Hageland Aviation Service,15709,K,11,19
H6,Hageland Aviation Service,15049,K,55,133
H6,Hageland Aviation Service,12214,K,22,12
H6,Hageland Aviation Service,12615,K,46,84
H6,Hageland Aviation Service,13768,K,42,90
H6,Hageland Aviation Service,14474,K,35,43
H6,Hageland Aviation Service,12868,K,17,26
H6,Hageland Aviation Service,13942,K,103,239
H6,Hageland Aviation Service,12769,K,120,149
H6,Hageland Aviation Service,13806,K,49,103
H6,Hageland Aviation Service,11630,K,200,945
H6,Hageland Aviation Service,10640,V,16,36
H6,Hageland Aviation Service,11813,V,1,
H6,Hageland Aviation Service,12704,V,2,
H6,Hageland Aviation Service,13434,V,75,127
H6,Hageland Aviation Service,10551,V,105,284
H6,Hageland Aviation Service,14804,V,1,1
H6,Hageland Aviation Service,14805,V,2,9
H6,Hageland Aviation Service,10754,V,62,223
H6,Hageland Aviation Service,14709,V,12,10
H6,Hageland Aviation Service,13970,V,39,93
H6,Hageland Aviation Service,13873,V,8,10
H6,Hageland Aviation Service,10304,V,51,141
H6,Hageland Aviation Service,15478,V,12,61
H6,Hageland Aviation Service,14816,V,8,31
H6,Hageland Aviation Service,14880,V,3,2
H6,Hageland Aviation Service,15257,V,12,21
H6,Hageland Aviation Service,15282,V,2,4
H6,Hageland Aviation Service,15554,V,18,49
H6,Hageland Aviation Service,15798,V,3,
H6,Hageland Aviation Service,15862,V,24,76
H6,Hageland Aviation Service,10139,V,7,8
H6,Hageland Aviation Service,10241,V,9,37
H6,Hageland Aviation Service,10313,V,6,6
H6,Hageland Aviation Service,10405,V,6,20
H6,Hageland Aviation Service,10416,V,21,69
H6,Hageland Aviation Service,10996,V,4,3
H6,Hageland Aviation Service,11028,V,3,1
H6,Hageland Aviation Service,11227,V,16,85
H6,Hageland Aviation Service,11492,V,22,62
H6,Hageland Aviation Service,12087,V,4,2
H6,Hageland Aviation Service,12195,V,33,48
H6,Hageland Aviation Service,12676,V,7,3
H6,Hageland Aviation Service,12708,V,15,37
H6,Hageland Aviation Service,15785,V,16,36
H6,Hageland Aviation Service,12709,V,15,26
H6,Hageland Aviation Service,14485,V,40,165
H6,Hageland Aviation Service,12719,V,29,101
H6,Hageland Aviation Service,10396,V,17,71
H6,Hageland Aviation Service,11844,V,14,53
H6,Hageland Aviation Service,12779,V,16,59
H6,Hageland Aviation Service,11550,V,27,93
H6,Hageland Aviation Service,12831,V,5,11
H6,Hageland Aviation Service,12851,V,23,95
H6,Hageland Aviation Service,15721,V,3,1
H6,Hageland Aviation Service,12853,V,12,29
H6,Hageland Aviation Service,14102,V,4,7
H6,Hageland Aviation Service,12855,V,15,35
H6,Hageland Aviation Service,14125,V,22,81
H6,Hageland Aviation Service,13369,V,41,60
H6,Hageland Aviation Service,12807,V,157,223
H6,Hageland Aviation Service,13579,V,1,8
H6,Hageland Aviation Service,14895,V,2,0
H6,Hageland Aviation Service,10225,V,27,166
H6,Hageland Aviation Service,13710,V,2,5
H6,Hageland Aviation Service,13770,V,4,13
H6,Hageland Aviation Service,13894,V,6,23
H6,Hageland Aviation Service,15861,V,20,58
H6,Hageland Aviation Service,14130,V,4,5
H6,Hageland Aviation Service,13767,V,16,73
H6,Hageland Aviation Service,14493,V,2,3
H6,Hageland Aviation Service,10247,V,11,57
H6,Hageland Aviation Service,14627,V,34,74
H6,Hageland Aviation Service,14718,V,23,59
H6,Hageland Aviation Service,15085,V,41,77
H6,Hageland Aviation Service,11941,V,2,9
H6,Hageland Aviation Service,10775,V,18,104
H6,Hageland Aviation Service,14234,V,51,115
H6,Hageland Aviation Service,11535,V,1,
H6,Hageland Aviation Service,12844,V,8,27
H6,Hageland Aviation Service,14856,V,4,19
H6,Hageland Aviation Service,10299,V,2,0
H6,Hageland Aviation Service,12268,V,18,41
H6,Hageland Aviation Service,15049,V,3,22
H6,Hageland Aviation Service,13942,V,17,25
H6,Hageland Aviation Service,12769,V,38,95
H6,Hageland Aviation Service,11630,V,9,43
HA,Hawaiian Airlines Inc.,14222,K,24,5277
HA,Hawaiian Airlines Inc.,10721,K,61,10982
HA,Hawaiian Airlines Inc.,12402,K,1336,111270
HA,Hawaiian Airlines Inc.,12173,K,8637,948998
HA,Hawaiian Airlines Inc.,13830,K,3739,349602
HA,Hawaiian Airlines Inc.,12889,K,271,56316
HA,Hawaiian Airlines Inc.,12954,K,85,12599
HA,Hawaiian Airlines Inc.,12892,K,519,93502
HA,Hawaiian Airlines Inc.,12478,K,86,16714
HA,Hawaiian Airlines Inc.,13796,K,255,33817
HA,Hawaiian Airlines Inc.,14107,K,86,16770
HA,Hawaiian Airlines Inc.,14057,K,170,27149
HA,Hawaiian Airlines Inc.,14893,K,170,25282
HA,Hawaiian Airlines Inc.,14679,K,171,26026
HA,Hawaiian Airlines Inc.,14771,K,246,37214
HA,Hawaiian Airlines Inc.,14831,K,171,22880
HA,Hawaiian Airlines Inc.,14747,K,213,41938
HA,Hawaiian Airlines Inc.,12758,K,1978,172310
HA,Hawaiian Airlines Inc.,12982,K,2101,177063
HA,Hawaiian Airlines Inc.,13034,V,3,155
HA,Hawaiian Airlines Inc.,12173,V,6,937
HA,Hawaiian Airlines Inc.,14100,V,1,151
HA,Hawaiian Airlines Inc.,14747,V,2,305
HA,Hawaiian Airlines Inc.,12758,V,1,73
HA,Hawaiian Airlines Inc.,11977,V,1,161
I4,Scott Air LLC dba Island Air Express,12728,V,3,25
I4,Scott Air LLC dba Island Air Express,12819,V,2,14
I4,Scott Air LLC dba Island Air Express,14712,V,1,6
I4,Scott Air LLC dba Island Air Express,12819,K,364,1893
I4,Scott Air LLC dba Island Air Express,12728,K,351,1808
I4,Scott Air LLC dba Island Air Express,12523,V,1,2
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11619,K,12,6
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,K,301,1208
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12175,K,291,1059
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14797,K,188,539
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12610,K,151,533
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,K,1166,4307
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,K,235,630
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,K,36,39
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12728,K,64,177
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11545,K,15,5
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,K,48,54
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,K,143,359
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15231,K,83,87
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11619,V,2,
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,V,14,54
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12175,V,5,5
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14797,V,4,17
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12610,V,3,19
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,V,31,37
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14256,V,1,1
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,V,6,28
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,V,1,1
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10551,K,1307,1568
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15257,K,103,137
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15282,K,29,35
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15798,K,98,68
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15862,K,107,190
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15887,K,60,91
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10241,K,109,173
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10405,K,139,184
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",11227,K,37,42
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",11492,K,84,82
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",11952,K,96,85
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12708,K,14,12
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12709,K,144,243
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12779,K,49,66
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12831,K,149,234
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12851,K,12,9
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12853,K,104,137
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12855,K,161,297
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",13710,K,19,20
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",13770,K,102,121
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",13894,K,58,63
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",14130,K,70,71
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",14282,K,37,39
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",13434,V,3,6
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10551,V,159,117
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10304,V,3,0
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15257,V,16,10
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15798,V,10,12
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15862,V,25,40
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15887,V,7,15
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10241,V,20,37
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10405,V,9,16
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10416,V,3,3
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",11227,V,7,10
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",11492,V,27,33
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",11952,V,1,2
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12087,V,2,1
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12708,V,52,74
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12709,V,7,1
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12719,V,9,5
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12779,V,7,12
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",11550,V,4,3
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12831,V,25,53
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12851,V,15,6
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12853,V,56,94
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12855,V,5,1
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",13369,V,3,6
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12807,V,5,4
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",13579,V,2,0
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",13770,V,3,1
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",13894,V,1,5
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",14130,V,1,0
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",14627,V,1,1
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15085,V,1,2
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12769,V,3,3
K3,Venture Travel LLC d/b/a Taquan Air Service,15754,K,10,3
K3,Venture Travel LLC d/b/a Taquan Air Service,14229,K,19,1
K3,Venture Travel LLC d/b/a Taquan Air Service,12773,K,15,3
K3,Venture Travel LLC d/b/a Taquan Air Service,11367,K,7,5
K3,Venture Travel LLC d/b/a Taquan Air Service,13693,K,20,1
K3,Venture Travel LLC d/b/a Taquan Air Service,12633,K,30,0
K3,Venture Travel LLC d/b/a Taquan Air Service,15741,K,312,159
K3,Venture Travel LLC d/b/a Taquan Air Service,12252,K,15,1
K3,Venture Travel LLC d/b/a Taquan Air Service,15885,K,23,1
K3,Venture Travel LLC d/b/a Taquan Air Service,12815,K,72,7
K3,Venture Travel LLC d/b/a Taquan Air Service,15741,V,5,2
K3,Venture Travel LLC d/b/a Taquan Air Service,10961,K,41,13
K3,Venture Travel LLC d/b/a Taquan Air Service,11484,K,25,21
K3,Venture Travel LLC d/b/a Taquan Air Service,12253,K,39,5
K3,Venture Travel LLC d/b/a Taquan Air Service,13504,K,102,71
K3,Venture Travel LLC d/b/a Taquan Air Service,11367,V,1,6
KAH,Kenmore Air Harbor,11646,K,79,237
KAH,Kenmore Air Harbor,12652,K,222,141
KAH,Kenmore Air Harbor,16603,K,45,126
KAH,Kenmore Air Harbor,14477,K,25,49
KAH,Kenmore Air Harbor,10559,K,225,1149
KAH,Kenmore Air Harbor,11588,K,165,787
KAH,Kenmore Air Harbor,11762,K,241,1122
KAH,Kenmore Air Harbor,13055,K,26,38
KAH,Kenmore Air Harbor,13002,K,602,1865
KAH,Kenmore Air Harbor,15387,V,1,2
KAH,Kenmore Air Harbor,11646,V,2,3
KAH,Kenmore Air Harbor,12652,V,13,15
KAH,Kenmore Air Harbor,14057,V,1,0
KAH,Kenmore Air Harbor,16603,V,1,2
KAH,Kenmore Air Harbor,14477,V,3,5
KAH,Kenmore Air Harbor,10559,V,12,24
KAH,Kenmore Air Harbor,11588,V,1,2
KAH,Kenmore Air Harbor,11762,V,4,0
KAH,Kenmore Air Harbor,13055,V,3,4
KAH,Kenmore Air Harbor,13002,V,10,21
KAQ,Kalitta Air LLC,10397,V,34,0
KAQ,Kalitta Air LLC,13930,V,107,0
KAQ,Kalitta Air LLC,11193,V,673,0
KAQ,Kalitta Air LLC,11298,V,127,0
KAQ,Kalitta Air LLC,11292,V,3,0
KAQ,Kalitta Air LLC,11433,V,66,0
KAQ,Kalitta Air LLC,11697,V,1,0
KAQ,Kalitta Air LLC,11995,V,132,0
KAQ,Kalitta Air LLC,12173,V,88,0
KAQ,Kalitta Air LLC,12266,V,11,0
KAQ,Kalitta Air LLC,15839,V,1,0
KAQ,Kalitta Air LLC,13198,V,1,0
KAQ,Kalitta Air LLC,12131,V,1,0
KAQ,Kalitta Air LLC,14853,V,2,0
KAQ,Kalitta Air LLC,12892,V,370,0
KAQ,Kalitta Air LLC,11344,V,3,0
KAQ,Kalitta Air LLC,11375,V,8,0
KAQ,Kalitta Air LLC,14197,V,3,0
