OP_UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_PAX_ENP_110
FX,Federal Express Corporation,13127,K,65,0
FX,Federal Express Corporation,14843,K,540,0
FX,Federal Express Corporation,12899,K,78,0
FX,Federal Express Corporation,14908,K,64,0
FX,Federal Express Corporation,11050,K,63,0
FX,Federal Express Corporation,14747,K,608,0
FX,Federal Express Corporation,14487,K,157,0
FX,Federal Express Corporation,14814,K,176,0
FX,Federal Express Corporation,14691,K,50,0
FX,Federal Express Corporation,11775,K,318,0
FX,Federal Express Corporation,14905,K,219,0
FX,Federal Express Corporation,12094,K,63,0
FX,Federal Express Corporation,13061,K,66,0
FX,Federal Express Corporation,15096,K,276,0
FX,Federal Express Corporation,12902,K,2,0
FX,Federal Express Corporation,15304,K,310,0
FX,Federal Express Corporation,15376,K,116,0
FX,Federal Express Corporation,13788,K,3,0
FX,Federal Express Corporation,15370,K,229,0
FX,Federal Express Corporation,12264,K,264,0
FX,Federal Express Corporation,11198,K,65,0
FX,Federal Express Corporation,14027,K,64,0
FX,Federal Express Corporation,12917,K,351,0
FX,Federal Express Corporation,12278,K,315,0
FX,Federal Express Corporation,10299,K,1021,0
FX,Federal Express Corporation,10423,K,515,0
FX,Federal Express Corporation,10561,K,136,0
FX,Federal Express Corporation,10194,K,1064,0
FX,Federal Express Corporation,11996,K,164,0
FX,Federal Express Corporation,13158,K,63,0
FX,Federal Express Corporation,15344,K,1,0
FX,Federal Express Corporation,14685,K,65,0
FX,Federal Express Corporation,14696,K,115,0
FX,Federal Express Corporation,11884,K,483,0
FX,Federal Express Corporation,14783,K,64,0
FX,Federal Express Corporation,12363,K,197,0
FX,Federal Express Corporation,15249,K,166,0
FX,Federal Express Corporation,11337,K,62,0
FX,Federal Express Corporation,10581,K,77,0
FX,Federal Express Corporation,10713,K,205,0
FX,Federal Express Corporation,14698,K,116,0
FX,Federal Express Corporation,14588,K,61,0
FX,Federal Express Corporation,16101,K,90,0
FX,Federal Express Corporation,13541,K,60,0
FX,Federal Express Corporation,11003,K,168,0
FX,Federal Express Corporation,10154,K,60,0
FX,Federal Express Corporation,15412,K,220,0
FX,Federal Express Corporation,10141,K,61,0
FX,Federal Express Corporation,14457,K,62,0
FX,Federal Express Corporation,10333,K,65,0
FX,Federal Express Corporation,12223,K,117,0
FX,Federal Express Corporation,10654,K,64,0
FX,Federal Express Corporation,14321,K,271,0
FX,Federal Express Corporation,10617,K,64,0
FX,Federal Express Corporation,14252,K,114,0
FX,Federal Express Corporation,10817,K,64,0
FX,Federal Express Corporation,10135,K,116,0
FX,Federal Express Corporation,10785,K,63,0
FX,Federal Express Corporation,11603,K,131,0
FX,Federal Express Corporation,11921,K,64,0
FX,Federal Express Corporation,10918,K,61,0
FX,Federal Express Corporation,12982,K,129,0
FX,Federal Express Corporation,13296,K,145,0
FX,Federal Express Corporation,11002,K,64,0
FX,Federal Express Corporation,13264,K,148,0
FX,Federal Express Corporation,14711,K,179,0
FX,Federal Express Corporation,13476,K,64,0
FX,Federal Express Corporation,10930,K,77,0
FX,Federal Express Corporation,14689,K,64,0
FX,Federal Express Corporation,11315,K,63,0
FX,Federal Express Corporation,11588,K,96,0
FX,Federal Express Corporation,10562,K,132,0
FX,Federal Express Corporation,10558,K,63,0
FX,Federal Express Corporation,11587,K,62,0
FX,Federal Express Corporation,11823,K,128,0
FX,Federal Express Corporation,13927,K,1,0
FX,Federal Express Corporation,13546,K,66,0
FX,Federal Express Corporation,11695,K,62,0
FX,Federal Express Corporation,11762,K,57,0
FX,Federal Express Corporation,12018,K,77,0
FX,Federal Express Corporation,11867,K,56,0
FX,Federal Express Corporation,11908,K,64,0
FX,Federal Express Corporation,12951,K,64,0
FX,Federal Express Corporation,13785,K,128,0
FX,Federal Express Corporation,13577,K,62,0
FX,Federal Express Corporation,11076,K,62,0
FX,Federal Express Corporation,11049,K,47,0
FX,Federal Express Corporation,12184,K,65,0
FX,Federal Express Corporation,13890,K,63,0
FX,Federal Express Corporation,12206,K,117,0
FX,Federal Express Corporation,11086,K,1,0
FX,Federal Express Corporation,12436,K,63,0
FX,Federal Express Corporation,10849,K,167,0
FX,Federal Express Corporation,12335,K,64,0
FX,Federal Express Corporation,11122,K,338,0
FX,Federal Express Corporation,10980,K,64,0
FX,Federal Express Corporation,11630,K,63,0
FX,Federal Express Corporation,11648,K,64,0
FX,Federal Express Corporation,12492,K,72,0
FX,Federal Express Corporation,13486,K,63,0
FX,Federal Express Corporation,11555,K,96,0
FX,Federal Express Corporation,11624,K,64,0
FX,Federal Express Corporation,11150,K,64,0
FX,Federal Express Corporation,13024,K,76,0
FX,Federal Express Corporation,12280,K,67,0
FX,Federal Express Corporation,12956,K,61,0
FX,Federal Express Corporation,14113,K,63,0
FX,Federal Express Corporation,12132,K,64,0
FX,Federal Express Corporation,10627,K,96,0
FX,Federal Express Corporation,13501,K,64,0
FX,Federal Express Corporation,13297,K,1,0
FX,Federal Express Corporation,13459,K,63,0
FX,Federal Express Corporation,15769,K,1,0
FX,Federal Express Corporation,11308,K,50,0
FX,Federal Express Corporation,13540,K,63,0
FX,Federal Express Corporation,11617,K,65,0
FX,Federal Express Corporation,11637,K,612,0
FX,Federal Express Corporation,11721,K,170,0
FX,Federal Express Corporation,13964,K,78,0
FX,Federal Express Corporation,14150,K,64,0
FX,Federal Express Corporation,14054,K,101,0
FX,Federal Express Corporation,12016,K,13,0
FX,Federal Express Corporation,14120,K,64,0
FX,Federal Express Corporation,10573,K,1,
FX,Federal Express Corporation,13433,K,83,0
FX,Federal Express Corporation,14231,K,76,0
FX,Federal Express Corporation,14520,K,67,0
FX,Federal Express Corporation,14543,K,76,0
FX,Federal Express Corporation,15048,K,1,0
FX,Federal Express Corporation,14467,K,78,0
FX,Federal Express Corporation,15380,K,61,0
FX,Federal Express Corporation,14794,K,62,0
FX,Federal Express Corporation,14745,K,1,0
FX,Federal Express Corporation,14871,K,65,0
FX,Federal Express Corporation,14704,K,179,0
FX,Federal Express Corporation,16869,K,73,0
FX,Federal Express Corporation,10821,V,1,0
FX,Federal Express Corporation,11517,V,1,
FX,Federal Express Corporation,11344,V,1,
FX,Federal Express Corporation,11375,V,4,0
FX,Federal Express Corporation,13244,V,20,0
FX,Federal Express Corporation,13667,V,23,0
FX,Federal Express Corporation,13303,V,1,
FX,Federal Express Corporation,15842,V,1,
FX,Federal Express Corporation,11618,V,2,
FX,Federal Express Corporation,14747,V,1,
FX,Federal Express Corporation,10299,V,5,0
FX,Federal Express Corporation,11982,V,1,0
FX,Federal Express Corporation,12206,V,1,0
FX,Federal Express Corporation,12947,V,1,
FX,Federal Express Corporation,10172,V,1,0
FX,Federal Express Corporation,11973,V,2,
G4,Allegiant Air,10257,K,103,14224
G4,Allegiant Air,13832,K,36,4554
G4,Allegiant Air,10140,K,25,2744
G4,Allegiant Air,10431,K,560,64909
G4,Allegiant Air,15323,K,22,2860
G4,Allegiant Air,11537,K,103,13363
G4,Allegiant Air,10821,K,66,7546
G4,Allegiant Air,10620,K,73,9442
G4,Allegiant Air,14574,K,54,6483
G4,Allegiant Air,15295,K,112,14317
G4,Allegiant Air,10994,K,74,7299
G4,Allegiant Air,11027,K,28,3556
G4,Allegiant Air,14082,K,1872,258318
G4,Allegiant Air,11193,K,754,96893
G4,Allegiant Air,11042,K,117,12886
G4,Allegiant Air,11267,K,49,6315
G4,Allegiant Air,11292,K,4,374
G4,Allegiant Air,11423,K,240,30857
G4,Allegiant Air,12119,K,31,3738
G4,Allegiant Air,11540,K,22,2767
G4,Allegiant Air,10408,K,183,24227
G4,Allegiant Air,11697,K,838,106724
G4,Allegiant Air,11638,K,130,13579
G4,Allegiant Air,10685,K,54,7007
G4,Allegiant Air,14716,K,157,15608
G4,Allegiant Air,11986,K,568,76280
G4,Allegiant Air,12003,K,50,6949
G4,Allegiant Air,11995,K,44,5413
G4,Allegiant Air,13230,K,193,25243
G4,Allegiant Air,12544,K,299,32854
G4,Allegiant Air,12339,K,466,57910
G4,Allegiant Air,14262,K,42,4978
G4,Allegiant Air,12451,K,98,12207
G4,Allegiant Air,13198,K,36,5191
G4,Allegiant Air,12889,K,1867,226049
G4,Allegiant Air,12992,K,16,1647
G4,Allegiant Air,12892,K,241,27273
G4,Allegiant Air,14730,K,160,19621
G4,Allegiant Air,13244,K,173,20700
G4,Allegiant Air,13256,K,103,11321
G4,Allegiant Air,13367,K,127,17036
G4,Allegiant Air,10693,K,218,22820
G4,Allegiant Air,15070,K,67,8773
G4,Allegiant Air,13495,K,94,11115
G4,Allegiant Air,14025,K,156,20697
G4,Allegiant Air,11618,K,107,13178
G4,Allegiant Air,13931,K,110,12888
G4,Allegiant Air,15008,K,62,8473
G4,Allegiant Air,13796,K,140,15039
G4,Allegiant Air,15919,K,93,10116
G4,Allegiant Air,13851,K,32,3584
G4,Allegiant Air,13871,K,107,14568
G4,Allegiant Air,14108,K,191,25197
G4,Allegiant Air,14122,K,200,23503
G4,Allegiant Air,14307,K,31,4426
G4,Allegiant Air,14492,K,55,6604
G4,Allegiant Air,14570,K,80,7682
G4,Allegiant Air,14524,K,80,8749
G4,Allegiant Air,14576,K,47,5908
G4,Allegiant Air,14512,K,209,26967
G4,Allegiant Air,10666,K,290,33221
G4,Allegiant Air,14489,K,47,4289
G4,Allegiant Air,14683,K,22,2906
G4,Allegiant Air,14679,K,6,430
G4,Allegiant Air,11980,K,53,7628
G4,Allegiant Air,14843,K,25,3563
G4,Allegiant Air,14814,K,22,2766
G4,Allegiant Air,11775,K,230,32151
G4,Allegiant Air,14905,K,38,3903
G4,Allegiant Air,13061,K,22,2215
G4,Allegiant Air,15096,K,205,26989
G4,Allegiant Air,14761,K,2544,318669
G4,Allegiant Air,15376,K,69,7352
G4,Allegiant Air,15370,K,68,7872
G4,Allegiant Air,14027,K,140,15452
G4,Allegiant Air,12917,K,192,24299
G4,Allegiant Air,12278,K,55,7425
G4,Allegiant Air,10423,K,79,9099
G4,Allegiant Air,14259,K,98,12661
G4,Allegiant Air,11996,K,74,8695
G4,Allegiant Air,14986,K,587,74522
G4,Allegiant Air,14685,K,171,17784
G4,Allegiant Air,14696,K,222,27004
G4,Allegiant Air,14783,K,146,18369
G4,Allegiant Air,14112,K,1896,246646
G4,Allegiant Air,14952,K,45,6283
G4,Allegiant Air,10581,K,109,14159
G4,Allegiant Air,10713,K,70,8783
G4,Allegiant Air,13983,K,24,2522
G4,Allegiant Air,11003,K,261,34681
G4,Allegiant Air,11612,K,24,3082
G4,Allegiant Air,15412,K,378,45543
G4,Allegiant Air,14457,K,67,9284
G4,Allegiant Air,12223,K,80,9810
G4,Allegiant Air,10676,K,229,29405
G4,Allegiant Air,14252,K,52,6732
G4,Allegiant Air,10135,K,292,38822
G4,Allegiant Air,11603,K,105,12338
G4,Allegiant Air,11921,K,46,5294
G4,Allegiant Air,13264,K,52,5685
G4,Allegiant Air,14711,K,46,4550
G4,Allegiant Air,13476,K,22,2247
G4,Allegiant Air,13502,K,23,1145
G4,Allegiant Air,10466,K,1684,227410
G4,Allegiant Air,11823,K,215,26039
G4,Allegiant Air,12265,K,150,19925
G4,Allegiant Air,10849,K,56,7204
G4,Allegiant Air,10980,K,46,5538
G4,Allegiant Air,11648,K,48,6050
G4,Allegiant Air,12945,K,173,21636
G4,Allegiant Air,13486,K,54,7010
G4,Allegiant Air,12280,K,57,7504
G4,Allegiant Air,10627,K,144,19053
G4,Allegiant Air,11637,K,197,26632
G4,Allegiant Air,11721,K,288,38130
G4,Allegiant Air,11898,K,69,8739
G4,Allegiant Air,11973,K,23,1719
G4,Allegiant Air,13433,K,100,12944
G4,Allegiant Air,13829,K,24,2829
G4,Allegiant Air,15380,K,101,12325
G4,Allegiant Air,15624,K,137,15152
G4,Allegiant Air,14314,K,180,22633
G4,Allegiant Air,13832,V,1,60
G4,Allegiant Air,10821,V,4,181
G4,Allegiant Air,10781,V,1,143
G4,Allegiant Air,11193,V,2,338
G4,Allegiant Air,11109,V,1,81
G4,Allegiant Air,11259,V,4,528
G4,Allegiant Air,11292,V,1,95
G4,Allegiant Air,11697,V,1,78
G4,Allegiant Air,12012,V,2,295
G4,Allegiant Air,13230,V,5,396
G4,Allegiant Air,12191,V,1,186
G4,Allegiant Air,12339,V,2,250
G4,Allegiant Air,12391,V,2,271
G4,Allegiant Air,13304,V,2,161
G4,Allegiant Air,12889,V,6,562
G4,Allegiant Air,12954,V,3,262
G4,Allegiant Air,14853,V,1,106
G4,Allegiant Air,10476,V,1,71
G4,Allegiant Air,12892,V,4,577
G4,Allegiant Air,13485,V,1,47
G4,Allegiant Air,13487,V,1,46
G4,Allegiant Air,15842,V,1,104
G4,Allegiant Air,13495,V,1,170
G4,Allegiant Air,10185,V,2,198
G4,Allegiant Air,13796,V,1,186
G4,Allegiant Air,13204,V,1,150
G4,Allegiant Air,12891,V,1,119
G4,Allegiant Air,14107,V,3,142
G4,Allegiant Air,14122,V,37,4159
G4,Allegiant Air,14057,V,1,86
G4,Allegiant Air,14492,V,1,173
G4,Allegiant Air,14570,V,1,117
G4,Allegiant Air,14524,V,1,69
G4,Allegiant Air,14576,V,1,91
G4,Allegiant Air,14679,V,1,101
G4,Allegiant Air,12094,V,1,132
G4,Allegiant Air,14761,V,2,323
G4,Allegiant Air,15376,V,2,160
G4,Allegiant Air,11982,V,4,256
G4,Allegiant Air,11996,V,1,171
G4,Allegiant Air,14696,V,1,181
G4,Allegiant Air,15249,V,1,95
G4,Allegiant Air,11337,V,1,74
G4,Allegiant Air,14098,V,1,47
G4,Allegiant Air,10559,V,1,63
G4,Allegiant Air,14802,V,1,128
G4,Allegiant Air,11003,V,1,45
G4,Allegiant Air,13656,V,1,95
G4,Allegiant Air,15057,V,15,1490
G4,Allegiant Air,11603,V,2,225
G4,Allegiant Air,10466,V,1,63
G4,Allegiant Air,13697,V,3,285
G4,Allegiant Air,12187,V,3,341
G4,Allegiant Air,10615,V,1,72
G4,Allegiant Air,13087,V,1,129
G4,Allegiant Air,12947,V,1,89
G4,Allegiant Air,12559,V,1,85
G4,Allegiant Air,12945,V,1,119
G4,Allegiant Air,11617,V,1,74
G4,Allegiant Air,11637,V,1,118
G4,Allegiant Air,12884,V,1,45
G7,GoJet Airlines LLC d/b/a United Express,10874,K,181,5613
G7,GoJet Airlines LLC d/b/a United Express,10140,K,12,712
G7,GoJet Airlines LLC d/b/a United Express,10397,K,13,705
G7,GoJet Airlines LLC d/b/a United Express,10821,K,1,27
G7,GoJet Airlines LLC d/b/a United Express,10599,K,174,8456
G7,GoJet Airlines LLC d/b/a United Express,14574,K,2,43
G7,GoJet Airlines LLC d/b/a United Express,10792,K,92,3289
G7,GoJet Airlines LLC d/b/a United Express,10994,K,11,617
G7,GoJet Airlines LLC d/b/a United Express,11057,K,3,111
G7,GoJet Airlines LLC d/b/a United Express,13930,K,5784,194423
G7,GoJet Airlines LLC d/b/a United Express,11193,K,505,16467
G7,GoJet Airlines LLC d/b/a United Express,11042,K,97,4829
G7,GoJet Airlines LLC d/b/a United Express,11066,K,181,6625
G7,GoJet Airlines LLC d/b/a United Express,11292,K,33,1938
G7,GoJet Airlines LLC d/b/a United Express,11423,K,375,12806
G7,GoJet Airlines LLC d/b/a United Express,11433,K,1442,73773
G7,GoJet Airlines LLC d/b/a United Express,11540,K,104,4657
G7,GoJet Airlines LLC d/b/a United Express,10408,K,168,7553
G7,GoJet Airlines LLC d/b/a United Express,11697,K,6,431
G7,GoJet Airlines LLC d/b/a United Express,11986,K,335,12277
G7,GoJet Airlines LLC d/b/a United Express,11995,K,350,9471
G7,GoJet Airlines LLC d/b/a United Express,13230,K,278,9659
G7,GoJet Airlines LLC d/b/a United Express,10529,K,4,254
G7,GoJet Airlines LLC d/b/a United Express,12339,K,210,7332
G7,GoJet Airlines LLC d/b/a United Express,12441,K,2,97
G7,GoJet Airlines LLC d/b/a United Express,12451,K,10,606
G7,GoJet Airlines LLC d/b/a United Express,13198,K,25,1184
G7,GoJet Airlines LLC d/b/a United Express,12992,K,88,2032
G7,GoJet Airlines LLC d/b/a United Express,14730,K,31,566
G7,GoJet Airlines LLC d/b/a United Express,13485,K,524,19868
G7,GoJet Airlines LLC d/b/a United Express,13244,K,45,2697
G7,GoJet Airlines LLC d/b/a United Express,13342,K,2,83
G7,GoJet Airlines LLC d/b/a United Express,13487,K,22,1372
G7,GoJet Airlines LLC d/b/a United Express,10693,K,64,3273
G7,GoJet Airlines LLC d/b/a United Express,13495,K,4,260
G7,GoJet Airlines LLC d/b/a United Express,11618,K,625,20768
G7,GoJet Airlines LLC d/b/a United Express,13931,K,2,124
G7,GoJet Airlines LLC d/b/a United Express,15919,K,371,8326
G7,GoJet Airlines LLC d/b/a United Express,13851,K,81,2935
G7,GoJet Airlines LLC d/b/a United Express,13871,K,8,326
G7,GoJet Airlines LLC d/b/a United Express,14100,K,67,2579
G7,GoJet Airlines LLC d/b/a United Express,14122,K,4,156
G7,GoJet Airlines LLC d/b/a United Express,14492,K,641,28552
G7,GoJet Airlines LLC d/b/a United Express,14524,K,213,7210
G7,GoJet Airlines LLC d/b/a United Express,14576,K,3,174
G7,GoJet Airlines LLC d/b/a United Express,15016,K,394,11876
G7,GoJet Airlines LLC d/b/a United Express,14489,K,1,68
G7,GoJet Airlines LLC d/b/a United Express,14683,K,5,315
G7,GoJet Airlines LLC d/b/a United Express,11775,K,245,8394
G7,GoJet Airlines LLC d/b/a United Express,12094,K,5,321
G7,GoJet Airlines LLC d/b/a United Express,15096,K,264,8919
G7,GoJet Airlines LLC d/b/a United Express,15304,K,14,896
G7,GoJet Airlines LLC d/b/a United Express,15370,K,198,5695
G7,GoJet Airlines LLC d/b/a United Express,12264,K,12,491
G7,GoJet Airlines LLC d/b/a United Express,11278,K,194,7823
G7,GoJet Airlines LLC d/b/a United Express,12278,K,274,8541
G7,GoJet Airlines LLC d/b/a United Express,11996,K,281,8978
G7,GoJet Airlines LLC d/b/a United Express,14986,K,9,569
G7,GoJet Airlines LLC d/b/a United Express,10713,K,1,43
G7,GoJet Airlines LLC d/b/a United Express,13029,K,4,210
G7,GoJet Airlines LLC d/b/a United Express,11003,K,211,7230
G7,GoJet Airlines LLC d/b/a United Express,15412,K,42,1280
G7,GoJet Airlines LLC d/b/a United Express,14457,K,1,
G7,GoJet Airlines LLC d/b/a United Express,14321,K,5,355
G7,GoJet Airlines LLC d/b/a United Express,14252,K,3,169
G7,GoJet Airlines LLC d/b/a United Express,10135,K,173,5279
G7,GoJet Airlines LLC d/b/a United Express,10785,K,12,678
G7,GoJet Airlines LLC d/b/a United Express,13296,K,45,2399
G7,GoJet Airlines LLC d/b/a United Express,14711,K,1,
G7,GoJet Airlines LLC d/b/a United Express,13502,K,5,291
G7,GoJet Airlines LLC d/b/a United Express,13184,K,110,4395
G7,GoJet Airlines LLC d/b/a United Express,11977,K,221,7193
G7,GoJet Airlines LLC d/b/a United Express,10849,K,2,138
G7,GoJet Airlines LLC d/b/a United Express,12945,K,83,2020
G7,GoJet Airlines LLC d/b/a United Express,11637,K,7,233
G7,GoJet Airlines LLC d/b/a United Express,15380,K,25,1671
GCH,Grand Canyon Helicopters,10661,K,14,0
GFQ,Gulf And Caribbean Cargo,10140,V,1,
GFQ,Gulf And Caribbean Cargo,10431,V,2,0
GFQ,Gulf And Caribbean Cargo,10279,V,1,
GFQ,Gulf And Caribbean Cargo,10397,V,1,0
GFQ,Gulf And Caribbean Cargo,10821,V,1,
GFQ,Gulf And Caribbean Cargo,10599,V,1,
GFQ,Gulf And Caribbean Cargo,15295,V,1,
GFQ,Gulf And Caribbean Cargo,11193,V,1,
GFQ,Gulf And Caribbean Cargo,14275,V,22,0
GFQ,Gulf And Caribbean Cargo,11298,V,1,0
GFQ,Gulf And Caribbean Cargo,11540,V,70,0
GFQ,Gulf And Caribbean Cargo,11283,V,1,
GFQ,Gulf And Caribbean Cargo,13198,V,7,
GFQ,Gulf And Caribbean Cargo,10732,V,120,0
GFQ,Gulf And Caribbean Cargo,14730,V,66,0
GFQ,Gulf And Caribbean Cargo,13244,V,50,0
GFQ,Gulf And Caribbean Cargo,13303,V,184,0
GFQ,Gulf And Caribbean Cargo,13461,V,1,
GFQ,Gulf And Caribbean Cargo,13487,V,49,
GFQ,Gulf And Caribbean Cargo,13256,V,2,0
GFQ,Gulf And Caribbean Cargo,12878,V,3,
GFQ,Gulf And Caribbean Cargo,13796,V,2,
GFQ,Gulf And Caribbean Cargo,15381,V,114,0
GFQ,Gulf And Caribbean Cargo,10298,V,1,0
GFQ,Gulf And Caribbean Cargo,11376,V,1,0
GFQ,Gulf And Caribbean Cargo,14512,V,1,0
GFQ,Gulf And Caribbean Cargo,14843,V,2,
GFQ,Gulf And Caribbean Cargo,14814,V,1,
GFQ,Gulf And Caribbean Cargo,13061,V,15,0
GFQ,Gulf And Caribbean Cargo,16091,V,4,
GFQ,Gulf And Caribbean Cargo,11764,V,1,0
GFQ,Gulf And Caribbean Cargo,10194,V,2,0
GFQ,Gulf And Caribbean Cargo,14098,V,3,0
GFQ,Gulf And Caribbean Cargo,10559,V,2,
GFQ,Gulf And Caribbean Cargo,14736,V,3,
GFQ,Gulf And Caribbean Cargo,10135,V,1,0
GFQ,Gulf And Caribbean Cargo,11823,V,1,
GFQ,Gulf And Caribbean Cargo,10747,V,1,0
GFQ,Gulf And Caribbean Cargo,13785,V,8,0
GFQ,Gulf And Caribbean Cargo,12149,V,1,0
GFQ,Gulf And Caribbean Cargo,11637,V,1,
GFQ,Gulf And Caribbean Cargo,11659,V,1,
GL,Miami Air International,10647,V,2,47
GL,Miami Air International,10397,V,3,165
GL,Miami Air International,10821,V,3,72
GL,Miami Air International,10721,V,4,52
GL,Miami Air International,10792,V,3,133
GL,Miami Air International,12323,V,1,29
GL,Miami Air International,10994,V,1,10
GL,Miami Air International,11057,V,1,0
GL,Miami Air International,13930,V,15,1908
GL,Miami Air International,10683,V,1,0
GL,Miami Air International,11042,V,1,0
GL,Miami Air International,10868,V,2,51
GL,Miami Air International,11066,V,6,200
GL,Miami Air International,11259,V,3,127
GL,Miami Air International,11292,V,5,276
GL,Miami Air International,11423,V,1,81
GL,Miami Air International,11433,V,5,194
GL,Miami Air International,11540,V,3,107
GL,Miami Air International,11697,V,5,197
GL,Miami Air International,14635,V,8,1203
GL,Miami Air International,12173,V,1,52
GL,Miami Air International,12191,V,7,376
GL,Miami Air International,12544,V,2,78
GL,Miami Air International,12339,V,15,862
GL,Miami Air International,13682,V,31,2321
GL,Miami Air International,12448,V,1,58
GL,Miami Air International,15839,V,1,79
GL,Miami Air International,12451,V,4,96
GL,Miami Air International,11517,V,2,86
GL,Miami Air International,12889,V,7,311
GL,Miami Air International,12954,V,3,486
GL,Miami Air International,10476,V,2,0
GL,Miami Air International,12892,V,16,715
GL,Miami Air International,14730,V,3,182
GL,Miami Air International,12896,V,1,51
GL,Miami Air International,15356,V,1,51
GL,Miami Air International,13485,V,6,115
GL,Miami Air International,14197,V,6,457
GL,Miami Air International,13244,V,1,0
GL,Miami Air International,13667,V,32,971
GL,Miami Air International,13303,V,61,1096
GL,Miami Air International,13487,V,8,137
GL,Miami Air International,13256,V,1,0
GL,Miami Air International,13367,V,3,131
GL,Miami Air International,14993,V,1,117
GL,Miami Air International,13495,V,4,215
GL,Miami Air International,12878,V,14,340
GL,Miami Air International,10185,V,4,0
GL,Miami Air International,12953,V,1,0
GL,Miami Air International,11618,V,20,724
GL,Miami Air International,13796,V,3,147
GL,Miami Air International,15919,V,8,177
GL,Miami Air International,13851,V,3,80
GL,Miami Air International,13891,V,2,52
GL,Miami Air International,11953,V,2,53
GL,Miami Air International,13204,V,10,762
GL,Miami Air International,14100,V,4,119
GL,Miami Air International,14107,V,9,906
GL,Miami Air International,14122,V,19,726
GL,Miami Air International,14057,V,2,97
GL,Miami Air International,14307,V,2,57
GL,Miami Air International,14492,V,5,262
GL,Miami Air International,14524,V,2,60
GL,Miami Air International,14893,V,1,53
GL,Miami Air International,15016,V,10,418
GL,Miami Air International,14869,V,3,110
GL,Miami Air International,14683,V,2,50
GL,Miami Air International,12055,V,2,79
GL,Miami Air International,14771,V,1,51
GL,Miami Air International,14831,V,7,295
GL,Miami Air International,14843,V,2,0
GL,Miami Air International,14747,V,2,82
GL,Miami Air International,15304,V,26,1201
GL,Miami Air International,11726,V,8,679
GL,Miami Air International,14761,V,4,245
GL,Miami Air International,12264,V,20,1204
GL,Miami Air International,14027,V,1,53
GL,Miami Air International,16091,V,1,47
GL,Miami Air International,10299,V,4,0
GL,Miami Air International,10423,V,3,193
GL,Miami Air International,11982,V,1,43
GL,Miami Air International,11140,V,1,160
GL,Miami Air International,14259,V,9,118
GL,Miami Air International,11996,V,2,167
GL,Miami Air International,14685,V,2,96
GL,Miami Air International,10216,V,2,49
GL,Miami Air International,14112,V,2,148
GL,Miami Air International,11337,V,1,108
GL,Miami Air International,10559,V,13,557
GL,Miami Air International,11003,V,12,310
GL,Miami Air International,13791,V,3,129
GL,Miami Air International,11603,V,1,0
GL,Miami Air International,13296,V,1,0
GL,Miami Air International,14711,V,2,0
GL,Miami Air International,10466,V,2,147
GL,Miami Air International,11487,V,2,223
GL,Miami Air International,13697,V,2,83
GL,Miami Air International,11252,V,1,48
GL,Miami Air International,10615,V,1,0
GL,Miami Air International,11049,V,3,134
GL,Miami Air International,13087,V,3,175
GL,Miami Air International,10540,V,2,99
GL,Miami Air International,11123,V,1,67
GL,Miami Air International,12945,V,16,435
GL,Miami Air International,10172,V,2,17
GL,Miami Air International,12884,V,1,47
GL,Miami Air International,15154,V,1,71
GV,Grant Aviation,12294,K,3,1
GV,Grant Aviation,10551,K,2028,4834
GV,Grant Aviation,10917,K,159,273
GV,Grant Aviation,11336,K,613,1016
GV,Grant Aviation,11445,K,193,437
GV,Grant Aviation,10245,K,359,329
GV,Grant Aviation,14273,K,84,56
GV,Grant Aviation,14919,K,19,32
GV,Grant Aviation,14119,K,71,49
GV,Grant Aviation,14738,K,1,
GV,Grant Aviation,14167,K,6,1
GV,Grant Aviation,15282,K,129,144
GV,Grant Aviation,15385,K,74,45
GV,Grant Aviation,15554,K,261,543
GV,Grant Aviation,15862,K,266,301
GV,Grant Aviation,15887,K,154,233
GV,Grant Aviation,10405,K,89,96
GV,Grant Aviation,10416,K,336,334
GV,Grant Aviation,10237,K,30,30
GV,Grant Aviation,11053,K,96,70
GV,Grant Aviation,11227,K,191,242
GV,Grant Aviation,11492,K,220,303
GV,Grant Aviation,12638,K,50,13
GV,Grant Aviation,12641,K,53,14
GV,Grant Aviation,12663,K,32,53
GV,Grant Aviation,12195,K,266,410
GV,Grant Aviation,12720,K,73,39
GV,Grant Aviation,12653,K,99,64
GV,Grant Aviation,12671,K,1,
GV,Grant Aviation,12784,K,54,44
GV,Grant Aviation,12708,K,224,255
GV,Grant Aviation,13704,K,26,24
GV,Grant Aviation,12737,K,201,187
GV,Grant Aviation,12755,K,186,334
GV,Grant Aviation,12779,K,169,228
GV,Grant Aviation,11550,K,666,1387
GV,Grant Aviation,12831,K,137,187
GV,Grant Aviation,12851,K,187,238
GV,Grant Aviation,12853,K,197,375
GV,Grant Aviation,12635,K,52,14
GV,Grant Aviation,15012,K,34,42
GV,Grant Aviation,13710,K,116,136
GV,Grant Aviation,13770,K,139,219
GV,Grant Aviation,12841,K,93,139
GV,Grant Aviation,13894,K,251,386
GV,Grant Aviation,14130,K,1,
GV,Grant Aviation,15293,K,108,141
GV,Grant Aviation,14718,K,203,321
GV,Grant Aviation,15085,K,136,108
GV,Grant Aviation,10299,K,893,5734
GV,Grant Aviation,16567,K,111,233
GV,Grant Aviation,15448,K,43,8
